Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
ch_2C_CKDL260002520-1A_2372W3LT4_L5_1	(13.0, 4.0)	(14.0, 24.0)	(15.0, 67.0)	(16.0, 121.0)	(17.0, 225.0)	(18.0, 493.0)	(19.0, 855.0)	(20.0, 1436.0)	(21.0, 2084.0)	(22.0, 2858.0)	(23.0, 3154.0)	(24.0, 3160.0)	(25.0, 3297.0)	(26.0, 3412.0)	(27.0, 3740.0)	(28.0, 4163.0)	(29.0, 4505.0)	(30.0, 5161.0)	(31.0, 6181.0)	(32.0, 9379.0)	(33.0, 11785.0)	(34.0, 13464.0)	(35.0, 16904.0)	(36.0, 24581.0)	(37.0, 45626.0)	(38.0, 100363.0)	(39.0, 612648.0)	(40.0, 265266.0)			
ch_2C_CKDL260002520-1A_2372W3LT4_L5_2	(11.0, 4.0)	(12.0, 34.0)	(13.0, 199.0)	(14.0, 462.0)	(15.0, 859.0)	(16.0, 1050.0)	(17.0, 842.0)	(18.0, 878.0)	(19.0, 946.0)	(20.0, 1062.0)	(21.0, 1109.0)	(22.0, 1204.0)	(23.0, 1353.0)	(24.0, 1520.0)	(25.0, 1822.0)	(26.0, 1930.0)	(27.0, 2378.0)	(28.0, 2748.0)	(29.0, 3177.0)	(30.0, 3924.0)	(31.0, 4465.0)	(32.0, 5662.0)	(33.0, 7055.0)	(34.0, 9272.0)	(35.0, 13300.0)	(36.0, 20961.0)	(37.0, 43197.0)	(38.0, 108316.0)	(39.0, 656586.0)	(40.0, 248641.0)	
ch_2C_CKDL260002520-1A_23757VLT4_L4_1	(12.0, 3.0)	(13.0, 23.0)	(14.0, 148.0)	(15.0, 477.0)	(16.0, 1518.0)	(17.0, 5444.0)	(18.0, 19610.0)	(19.0, 44721.0)	(20.0, 71173.0)	(21.0, 113301.0)	(22.0, 132768.0)	(23.0, 111349.0)	(24.0, 80560.0)	(25.0, 60513.0)	(26.0, 57360.0)	(27.0, 57543.0)	(28.0, 62070.0)	(29.0, 72848.0)	(30.0, 92521.0)	(31.0, 123517.0)	(32.0, 200461.0)	(33.0, 261311.0)	(34.0, 333758.0)	(35.0, 463232.0)	(36.0, 716755.0)	(37.0, 1432949.0)	(38.0, 3436814.0)	(39.0, 17623109.0)	(40.0, 4539207.0)		
ch_2C_CKDL260002520-1A_23757VLT4_L4_2	(11.0, 33.0)	(12.0, 299.0)	(13.0, 2089.0)	(14.0, 6750.0)	(15.0, 11670.0)	(16.0, 13714.0)	(17.0, 13715.0)	(18.0, 14145.0)	(19.0, 14935.0)	(20.0, 16709.0)	(21.0, 18775.0)	(22.0, 21830.0)	(23.0, 24847.0)	(24.0, 28443.0)	(25.0, 33809.0)	(26.0, 39494.0)	(27.0, 47806.0)	(28.0, 60137.0)	(29.0, 72779.0)	(30.0, 95658.0)	(31.0, 119420.0)	(32.0, 163963.0)	(33.0, 215052.0)	(34.0, 308164.0)	(35.0, 463644.0)	(36.0, 792666.0)	(37.0, 1653519.0)	(38.0, 4086540.0)	(39.0, 18208735.0)	(40.0, 3565723.0)	
ch_2D_CKDL260002520-1A_2372W3LT4_L5_1	(13.0, 3.0)	(14.0, 39.0)	(15.0, 70.0)	(16.0, 117.0)	(17.0, 207.0)	(18.0, 395.0)	(19.0, 668.0)	(20.0, 1103.0)	(21.0, 1571.0)	(22.0, 2162.0)	(23.0, 2386.0)	(24.0, 2619.0)	(25.0, 2531.0)	(26.0, 2767.0)	(27.0, 3020.0)	(28.0, 3245.0)	(29.0, 3595.0)	(30.0, 4125.0)	(31.0, 4542.0)	(32.0, 5784.0)	(33.0, 7957.0)	(34.0, 10362.0)	(35.0, 13033.0)	(36.0, 19054.0)	(37.0, 36038.0)	(38.0, 81675.0)	(39.0, 476149.0)	(40.0, 166018.0)			
ch_2D_CKDL260002520-1A_2372W3LT4_L5_2	(11.0, 3.0)	(12.0, 22.0)	(13.0, 122.0)	(14.0, 377.0)	(15.0, 650.0)	(16.0, 725.0)	(17.0, 674.0)	(18.0, 644.0)	(19.0, 620.0)	(20.0, 756.0)	(21.0, 795.0)	(22.0, 882.0)	(23.0, 1003.0)	(24.0, 1096.0)	(25.0, 1259.0)	(26.0, 1458.0)	(27.0, 1580.0)	(28.0, 1828.0)	(29.0, 2134.0)	(30.0, 2556.0)	(31.0, 3047.0)	(32.0, 3930.0)	(33.0, 4917.0)	(34.0, 6440.0)	(35.0, 9288.0)	(36.0, 15028.0)	(37.0, 31438.0)	(38.0, 80290.0)	(39.0, 493587.0)	(40.0, 184086.0)	
ch_2D_CKDL260002520-1A_23757VLT4_L4_1	(13.0, 15.0)	(14.0, 97.0)	(15.0, 381.0)	(16.0, 1057.0)	(17.0, 4226.0)	(18.0, 15323.0)	(19.0, 34150.0)	(20.0, 54727.0)	(21.0, 87631.0)	(22.0, 100633.0)	(23.0, 83470.0)	(24.0, 59686.0)	(25.0, 44738.0)	(26.0, 41674.0)	(27.0, 42676.0)	(28.0, 45725.0)	(29.0, 52747.0)	(30.0, 65973.0)	(31.0, 82140.0)	(32.0, 122517.0)	(33.0, 179497.0)	(34.0, 239007.0)	(35.0, 344422.0)	(36.0, 548234.0)	(37.0, 1122633.0)	(38.0, 2699635.0)	(39.0, 12780303.0)	(40.0, 2501936.0)			
ch_2D_CKDL260002520-1A_23757VLT4_L4_2	(11.0, 17.0)	(12.0, 177.0)	(13.0, 1284.0)	(14.0, 4102.0)	(15.0, 7262.0)	(16.0, 8630.0)	(17.0, 8845.0)	(18.0, 8599.0)	(19.0, 9550.0)	(20.0, 10737.0)	(21.0, 12172.0)	(22.0, 14086.0)	(23.0, 16147.0)	(24.0, 18475.0)	(25.0, 21972.0)	(26.0, 25126.0)	(27.0, 30331.0)	(28.0, 37612.0)	(29.0, 44915.0)	(30.0, 59405.0)	(31.0, 74030.0)	(32.0, 102571.0)	(33.0, 134970.0)	(34.0, 195195.0)	(35.0, 300785.0)	(36.0, 525341.0)	(37.0, 1145592.0)	(38.0, 2921001.0)	(39.0, 13094835.0)	(40.0, 2521489.0)	
ch_3A_CKDL260002520-1A_2372W3LT4_L5_1	(13.0, 5.0)	(14.0, 36.0)	(15.0, 120.0)	(16.0, 144.0)	(17.0, 217.0)	(18.0, 418.0)	(19.0, 755.0)	(20.0, 1259.0)	(21.0, 1860.0)	(22.0, 2492.0)	(23.0, 2859.0)	(24.0, 3021.0)	(25.0, 3020.0)	(26.0, 3168.0)	(27.0, 3459.0)	(28.0, 3936.0)	(29.0, 4282.0)	(30.0, 4899.0)	(31.0, 5480.0)	(32.0, 8262.0)	(33.0, 10863.0)	(34.0, 12074.0)	(35.0, 15690.0)	(36.0, 22912.0)	(37.0, 44479.0)	(38.0, 103878.0)	(39.0, 602685.0)	(40.0, 183260.0)			
ch_3A_CKDL260002520-1A_2372W3LT4_L5_2	(11.0, 7.0)	(12.0, 32.0)	(13.0, 166.0)	(14.0, 513.0)	(15.0, 915.0)	(16.0, 956.0)	(17.0, 808.0)	(18.0, 798.0)	(19.0, 823.0)	(20.0, 921.0)	(21.0, 941.0)	(22.0, 1008.0)	(23.0, 1165.0)	(24.0, 1304.0)	(25.0, 1567.0)	(26.0, 1773.0)	(27.0, 2018.0)	(28.0, 2335.0)	(29.0, 2621.0)	(30.0, 3181.0)	(31.0, 3650.0)	(32.0, 4666.0)	(33.0, 6006.0)	(34.0, 7691.0)	(35.0, 10951.0)	(36.0, 17757.0)	(37.0, 38132.0)	(38.0, 99878.0)	(39.0, 627860.0)	(40.0, 205090.0)	
ch_3A_CKDL260002520-1A_23757VLT4_L4_1	(13.0, 24.0)	(14.0, 153.0)	(15.0, 498.0)	(16.0, 1297.0)	(17.0, 5141.0)	(18.0, 17654.0)	(19.0, 41173.0)	(20.0, 67337.0)	(21.0, 107705.0)	(22.0, 127264.0)	(23.0, 108042.0)	(24.0, 79398.0)	(25.0, 58431.0)	(26.0, 53744.0)	(27.0, 53835.0)	(28.0, 56722.0)	(29.0, 65087.0)	(30.0, 80955.0)	(31.0, 106893.0)	(32.0, 177295.0)	(33.0, 239010.0)	(34.0, 305929.0)	(35.0, 431888.0)	(36.0, 697255.0)	(37.0, 1464352.0)	(38.0, 3650265.0)	(39.0, 16396327.0)	(40.0, 2746497.0)			
ch_3A_CKDL260002520-1A_23757VLT4_L4_2	(10.0, 4.0)	(11.0, 27.0)	(12.0, 289.0)	(13.0, 1739.0)	(14.0, 5935.0)	(15.0, 10511.0)	(16.0, 12426.0)	(17.0, 12332.0)	(18.0, 12351.0)	(19.0, 13018.0)	(20.0, 14938.0)	(21.0, 16924.0)	(22.0, 19314.0)	(23.0, 22076.0)	(24.0, 25037.0)	(25.0, 29558.0)	(26.0, 33639.0)	(27.0, 40241.0)	(28.0, 49257.0)	(29.0, 58277.0)	(30.0, 76027.0)	(31.0, 94002.0)	(32.0, 129241.0)	(33.0, 169203.0)	(34.0, 243074.0)	(35.0, 375991.0)	(36.0, 662181.0)	(37.0, 1486965.0)	(38.0, 3908921.0)	(39.0, 16869749.0)	(40.0, 2746924.0)
ch_3B_CKDL260002520-1A_2372W3LT4_L5_1	(13.0, 1.0)	(14.0, 16.0)	(15.0, 65.0)	(16.0, 130.0)	(17.0, 276.0)	(18.0, 562.0)	(19.0, 1173.0)	(20.0, 2002.0)	(21.0, 3068.0)	(22.0, 4112.0)	(23.0, 4763.0)	(24.0, 4713.0)	(25.0, 4699.0)	(26.0, 4817.0)	(27.0, 5255.0)	(28.0, 5886.0)	(29.0, 6219.0)	(30.0, 6967.0)	(31.0, 7705.0)	(32.0, 9363.0)	(33.0, 12791.0)	(34.0, 17864.0)	(35.0, 23152.0)	(36.0, 33757.0)	(37.0, 63032.0)	(38.0, 140209.0)	(39.0, 846495.0)	(40.0, 340889.0)			
ch_3B_CKDL260002520-1A_2372W3LT4_L5_2	(11.0, 8.0)	(12.0, 54.0)	(13.0, 211.0)	(14.0, 577.0)	(15.0, 974.0)	(16.0, 1138.0)	(17.0, 1083.0)	(18.0, 1016.0)	(19.0, 1031.0)	(20.0, 1140.0)	(21.0, 1200.0)	(22.0, 1330.0)	(23.0, 1549.0)	(24.0, 1676.0)	(25.0, 1980.0)	(26.0, 2303.0)	(27.0, 2525.0)	(28.0, 2945.0)	(29.0, 3395.0)	(30.0, 4344.0)	(31.0, 4898.0)	(32.0, 6404.0)	(33.0, 8034.0)	(34.0, 10804.0)	(35.0, 16125.0)	(36.0, 25915.0)	(37.0, 54847.0)	(38.0, 139357.0)	(39.0, 893955.0)	(40.0, 359163.0)	
ch_3B_CKDL260002520-1A_23757VLT4_L4_1	(13.0, 20.0)	(14.0, 189.0)	(15.0, 615.0)	(16.0, 1608.0)	(17.0, 6912.0)	(18.0, 27466.0)	(19.0, 66375.0)	(20.0, 107466.0)	(21.0, 171116.0)	(22.0, 201630.0)	(23.0, 167664.0)	(24.0, 115567.0)	(25.0, 79226.0)	(26.0, 70443.0)	(27.0, 69640.0)	(28.0, 73030.0)	(29.0, 84174.0)	(30.0, 104719.0)	(31.0, 130102.0)	(32.0, 189792.0)	(33.0, 297677.0)	(34.0, 416874.0)	(35.0, 581626.0)	(36.0, 927684.0)	(37.0, 1893957.0)	(38.0, 4626173.0)	(39.0, 23401857.0)	(40.0, 5539391.0)			
ch_3B_CKDL260002520-1A_23757VLT4_L4_2	(10.0, 2.0)	(11.0, 38.0)	(12.0, 402.0)	(13.0, 2629.0)	(14.0, 8374.0)	(15.0, 13766.0)	(16.0, 15633.0)	(17.0, 15001.0)	(18.0, 14918.0)	(19.0, 15897.0)	(20.0, 17606.0)	(21.0, 20007.0)	(22.0, 22424.0)	(23.0, 25833.0)	(24.0, 29023.0)	(25.0, 33949.0)	(26.0, 39056.0)	(27.0, 47028.0)	(28.0, 57918.0)	(29.0, 70520.0)	(30.0, 94133.0)	(31.0, 118510.0)	(32.0, 165347.0)	(33.0, 220757.0)	(34.0, 332193.0)	(35.0, 518595.0)	(36.0, 915093.0)	(37.0, 2005172.0)	(38.0, 5186007.0)	(39.0, 24312464.0)	(40.0, 5034698.0)
ch_3C_CKDL260002520-1A_2372W3LT4_L5_1	(13.0, 2.0)	(14.0, 42.0)	(15.0, 87.0)	(16.0, 113.0)	(17.0, 243.0)	(18.0, 428.0)	(19.0, 774.0)	(20.0, 1266.0)	(21.0, 1934.0)	(22.0, 2592.0)	(23.0, 3056.0)	(24.0, 2907.0)	(25.0, 3017.0)	(26.0, 3057.0)	(27.0, 3320.0)	(28.0, 3649.0)	(29.0, 3956.0)	(30.0, 4595.0)	(31.0, 4924.0)	(32.0, 6179.0)	(33.0, 8441.0)	(34.0, 11141.0)	(35.0, 14136.0)	(36.0, 20671.0)	(37.0, 40216.0)	(38.0, 89449.0)	(39.0, 524709.0)	(40.0, 189384.0)			
ch_3C_CKDL260002520-1A_2372W3LT4_L5_2	(11.0, 3.0)	(12.0, 35.0)	(13.0, 151.0)	(14.0, 523.0)	(15.0, 867.0)	(16.0, 923.0)	(17.0, 781.0)	(18.0, 713.0)	(19.0, 766.0)	(20.0, 848.0)	(21.0, 836.0)	(22.0, 998.0)	(23.0, 1130.0)	(24.0, 1200.0)	(25.0, 1415.0)	(26.0, 1496.0)	(27.0, 1782.0)	(28.0, 2053.0)	(29.0, 2350.0)	(30.0, 2894.0)	(31.0, 3381.0)	(32.0, 4316.0)	(33.0, 5300.0)	(34.0, 7095.0)	(35.0, 10518.0)	(36.0, 17224.0)	(37.0, 36179.0)	(38.0, 91631.0)	(39.0, 545866.0)	(40.0, 201014.0)	
ch_3C_CKDL260002520-1A_23757VLT4_L4_1	(13.0, 17.0)	(14.0, 109.0)	(15.0, 453.0)	(16.0, 1210.0)	(17.0, 5031.0)	(18.0, 17304.0)	(19.0, 39918.0)	(20.0, 66296.0)	(21.0, 108800.0)	(22.0, 127603.0)	(23.0, 105678.0)	(24.0, 72282.0)	(25.0, 51396.0)	(26.0, 47546.0)	(27.0, 47239.0)	(28.0, 50784.0)	(29.0, 59592.0)	(30.0, 74236.0)	(31.0, 92043.0)	(32.0, 138614.0)	(33.0, 208407.0)	(34.0, 271056.0)	(35.0, 391833.0)	(36.0, 624513.0)	(37.0, 1268297.0)	(38.0, 3051320.0)	(39.0, 14801828.0)	(40.0, 3108746.0)			
ch_3C_CKDL260002520-1A_23757VLT4_L4_2	(10.0, 1.0)	(11.0, 18.0)	(12.0, 250.0)	(13.0, 1868.0)	(14.0, 6278.0)	(15.0, 11167.0)	(16.0, 13086.0)	(17.0, 12395.0)	(18.0, 12103.0)	(19.0, 12595.0)	(20.0, 13855.0)	(21.0, 15364.0)	(22.0, 17376.0)	(23.0, 19800.0)	(24.0, 22093.0)	(25.0, 26347.0)	(26.0, 30548.0)	(27.0, 36243.0)	(28.0, 44718.0)	(29.0, 53507.0)	(30.0, 70537.0)	(31.0, 86838.0)	(32.0, 120682.0)	(33.0, 159420.0)	(34.0, 231759.0)	(35.0, 357821.0)	(36.0, 625808.0)	(37.0, 1379079.0)	(38.0, 3481549.0)	(39.0, 15108453.0)	(40.0, 2860593.0)
ch_3D_CKDL260002520-1A_2372W3LT4_L5_1	(13.0, 1.0)	(14.0, 15.0)	(15.0, 47.0)	(16.0, 81.0)	(17.0, 175.0)	(18.0, 403.0)	(19.0, 730.0)	(20.0, 1291.0)	(21.0, 2018.0)	(22.0, 2643.0)	(23.0, 3160.0)	(24.0, 3162.0)	(25.0, 3049.0)	(26.0, 3189.0)	(27.0, 3551.0)	(28.0, 3723.0)	(29.0, 4206.0)	(30.0, 4597.0)	(31.0, 5088.0)	(32.0, 6461.0)	(33.0, 9050.0)	(34.0, 11515.0)	(35.0, 14325.0)	(36.0, 21191.0)	(37.0, 41642.0)	(38.0, 96769.0)	(39.0, 567164.0)	(40.0, 191300.0)			
ch_3D_CKDL260002520-1A_2372W3LT4_L5_2	(11.0, 3.0)	(12.0, 26.0)	(13.0, 125.0)	(14.0, 362.0)	(15.0, 730.0)	(16.0, 789.0)	(17.0, 741.0)	(18.0, 664.0)	(19.0, 676.0)	(20.0, 754.0)	(21.0, 798.0)	(22.0, 867.0)	(23.0, 1076.0)	(24.0, 1083.0)	(25.0, 1298.0)	(26.0, 1537.0)	(27.0, 1738.0)	(28.0, 2030.0)	(29.0, 2251.0)	(30.0, 2819.0)	(31.0, 3202.0)	(32.0, 4238.0)	(33.0, 5320.0)	(34.0, 7035.0)	(35.0, 10401.0)	(36.0, 16644.0)	(37.0, 35800.0)	(38.0, 92926.0)	(39.0, 588473.0)	(40.0, 216140.0)	
ch_3D_CKDL260002520-1A_23757VLT4_L4_1	(12.0, 1.0)	(13.0, 10.0)	(14.0, 118.0)	(15.0, 422.0)	(16.0, 1116.0)	(17.0, 4695.0)	(18.0, 18687.0)	(19.0, 45691.0)	(20.0, 75184.0)	(21.0, 119401.0)	(22.0, 140201.0)	(23.0, 119544.0)	(24.0, 83527.0)	(25.0, 57904.0)	(26.0, 50131.0)	(27.0, 48560.0)	(28.0, 50459.0)	(29.0, 57752.0)	(30.0, 71941.0)	(31.0, 90684.0)	(32.0, 144824.0)	(33.0, 213908.0)	(34.0, 271188.0)	(35.0, 396381.0)	(36.0, 644237.0)	(37.0, 1346682.0)	(38.0, 3326169.0)	(39.0, 15821049.0)	(40.0, 3132513.0)		
ch_3D_CKDL260002520-1A_23757VLT4_L4_2	(10.0, 2.0)	(11.0, 23.0)	(12.0, 253.0)	(13.0, 1673.0)	(14.0, 5549.0)	(15.0, 9702.0)	(16.0, 10977.0)	(17.0, 10702.0)	(18.0, 10374.0)	(19.0, 11014.0)	(20.0, 12355.0)	(21.0, 13834.0)	(22.0, 15892.0)	(23.0, 17857.0)	(24.0, 20464.0)	(25.0, 24432.0)	(26.0, 28377.0)	(27.0, 34566.0)	(28.0, 43334.0)	(29.0, 52433.0)	(30.0, 69087.0)	(31.0, 85295.0)	(32.0, 118467.0)	(33.0, 157731.0)	(34.0, 230834.0)	(35.0, 358373.0)	(36.0, 630915.0)	(37.0, 1407511.0)	(38.0, 3654703.0)	(39.0, 16277950.0)	(40.0, 3018300.0)
